TAIR ID	UniProt Accession
AT3G59410	A0A1I9LN30; Q8H2D3; F4J8A5; Q9LX30; A0A1I9LN28
AT3G59420	Q9LX29
AT3G59430	Q2V3N1; Q9LX28
AT3G59435	-
AT3G59440	Q9LX27
AT3G59450	Q9LX26; A0A1I9LNM6
AT3G09205	-
AT3G59455	A8MR90
AT3G59460	F4J8B4
AT3G59470	A0A178VKW5; F4J8B6; Q93Z68
AT3G59480	Q8LCW0; Q9M1B9; Q0IGJ2
AT3G59490	B3H686; A0A1I9LP78; Q6NM84; A0A1I9LP77
AT3G59500	F4J8C0; A0A178VKV0
AT3G59510	Q9M1B6
AT3G59520	Q9M1B5
AT3G59530	Q84J97; Q9M1B4
AT3G59540	O22860; Q1WW90; A0A178VC46
AT3G59550	Q9FQ19; Q9M1B3
AT3G59570	F4J9D4; A0A1I9LM99; A0A178VHD7; A0A1I9LMA0
AT3G59580	Q9M1B0; A0A178VBS8; Q6NQJ4
AT3G59590	Q9M1A9
AT3G59600	Q9M1A8
AT3G59610	Q9M1A7
AT3G59620	Q9M1A6
AT3G59630	A0A1I9LRW3; Q9M1A5
AT3G59640	A0A178VAG8; Q9M1A4
AT3G59650	A0A178VDB7; F4J9E4; Q9M1A3
AT3G59660	Q8W4D4; Q9M1A2; A0A178VKU9; A0A1I9LNR1
AT3G59670	Q56XZ5
AT3G59680	Q9M1A0; F4J9E8; Q3EAH4
AT3G59690	Q9M199
AT3G59695	-
AT3G59700	O04752; O04836; Q96285
AT3G59710	Q9M198; A0A1I9LQ56; A0A1I9LQ55
AT3G09245	-
AT3G59730	A0A1I9LPX0; Q9LEA3
AT3G59740	Q9M196; Q9M200; Q9ZR79
AT3G59750	Q9M1Z9
AT3G59760	F4J9F7; Q0WWQ5; Q43725; B9DFR6; Q8L4A2; Q9M1Z8; Q9M440
AT3G59765	-
AT3G59770	F4J9G1; Q0WUS3; Q9M1Z7; F4J9G0; Q7XZU0; A0A1I9LPE6
AT3G59780	F4J9G2
AT3G59790	Q9M1Z5
AT3G59800	Q9M1Z4; A0A1I9LT64
AT3G59810	Q9M1Z3; A0A1I9LSF1; Q8LCS5
AT3G59820	F4J9G6; Q9M1Z2
AT3G59830	F4J9G8
AT3G59840	Q8VZ93; A0A178V6Z3
AT3G59845	A8MQM0; Q8LPM0
AT3G59850	Q5XF50; A0A1I9LP65
AT3G59870	Q9M1Y7
AT3G59880	Q5BPM7
AT3G59890	A0A178V6P3; Q8LB01; Q3EAH1; Q9M1Y5
AT3G59900	A0A178VK86; Q6NMD6; Q9M1Y4
AT3G59910	Q9M1Y3
AT3G09255	-
AT3G59920	O24653; A0A178VFJ4
AT3G59930	A0A178VK81; Q94JR6; Q9M1Y2
AT3G09265	-
AT3G59940	Q9M1Y1; Q8L991
AT3G09275	-
AT3G59950	Q570T6; F4J9I3; A0A1I9LMQ9; Q9M1Y0; A0A1I9LMQ8; A0A178VJJ3
AT3G09295	-
AT3G59960	Q9M1X9; A0A1I9LNM3
AT3G59970	Q9SE60; Q3EAG9; A0A178VC94; F4JAK1
AT3G09305	-
AT3G59980	Q9M1X8; A0A178VHX2
AT3G59990	Q8VZ89; Q56Y85; Q9M1X7; A0A178V8P6; Q9FPV8
AT3G60000	Q5BPM6; A0A178V8L9; Q6DYB8; Q9M1X6
AT3G60010	A0A178VIM9; Q9M1X5
AT3G60020	A0A178VPE2; Q9M1X4
AT3G60030	C0SVF5; Q9S7P5
AT3G09315	-
AT3G09325	-
AT3G09335	-
AT3G09345	-
AT3G60040	A0A1I9LM02; F4JAL3; Q9M1D9; A0A1I9LM01; A0A1I9LM03; A0A1I9LM00; Q8GWI2
AT3G60050	Q9M1D8
AT3G60060	Q9M1D7
AT3G60070	Q8L7Z7; A0A1I9LQJ1
AT3G60080	Q9M1D5; A0A178V9H3
AT3G60090	Q9M1D4; A0A178VI58
AT3G60100	A0A1I9LSJ5; A0A1I9LSJ6; Q9M1D3; F4JAL9
AT3G09355	-
AT3G60110	Q93ZQ2
AT3G60120	Q9M1D1
AT3G60130	A8MSC6; F4JAM3; Q9CAZ8; Q9M1D0
AT3G60140	Q8L7I3; Q9ASR7; A0A1I9LT24; Q9M1C9; Q39225; Q39226; Q9FVM4
AT3G60150	A0A1I9LPE9; A0A1I9LPE8; Q682I4
AT3G60160	F4JAM7; A0A1I9LTC1; Q9M1C7; A0A1I9LTC2
AT3G60176	-
AT3G60180	Q8VY84; Q9M1C5
AT3G60190	Q9M1C4; Q9FNX5; Q9SE82
AT3G60200	Q9M1C3; A0A178VF06
AT3G60210	A0A178VCQ5; Q9M1C2
AT3G60220	A0A178VKV8; Q9ZT40; Q4TU21; Q9LY41; Q9SPV6
AT3G60238	-
AT3G60240	Q76E23; A8MR97; Q9LY39; Q0WVG9; Q9M4Q5; Q9LKQ7
AT3G60245	Q9LY39; Q8RXU5; A0A178V7W6
AT3G60250	O81275; B3H4P8; A0A178VGJ0; A0A1I9LLK5; Q24JI1
AT3G60260	A0A178VEI9; Q8VZ78; F4JAP3
AT3G60270	A0A178VP81; Q9LY37
AT3G60280	Q96316
AT3G60286	F4JAP6
AT3G60290	F4JAP7; A0A178VA78
AT3G60300	F4JAP8; A0A178VMG2; Q4TU20
AT3G60310	Q9LY34
AT3G60320	Q93YU8
AT3G60328	B3H4U5
AT3G60330	A0A178V5D7; A0A1I9LS30; Q9LY32
AT3G60340	A0A178VCP9; Q9LY31
AT3G60350	Q9M224
AT3G60360	A0A178V8J4; Q9M223
AT3G60370	Q0WRJ7; Q9M222; A0A1I9LRJ6
AT3G60380	Q9M221
AT3G60390	Q546G9; P46602; Q9M220
AT3G09365	-
AT3G60400	A0A178VIB5; Q9M219
AT3G60410	Q9C5E4
AT3G60415	-
AT3G60420	F4JBT8
AT3G60440	F4JBU0; A0A1I9LT53
AT3G09395	-
AT3G60450	Q9M214; A0A1I9LN21; A0A178VLZ1
AT3G60460	Q9M213; F4JBU2; A0A178VEK7
AT3G60470	Q9M212
AT3G60480	A0A1I9LSN0; Q8L9P2; A0A178VJF1; A0A1I9LSN1
AT3G60490	Q9M210
AT3G60500	A0A1I9LRV7; A0A178VP45; Q9M209
AT3G60510	Q2V3M8; F4JBV0; A0A178VLW9; Q5XF59; Q9M208
AT3G60520	A0A1I9LS63; A0A178V606; Q9M207
AT3G09415	-
AT3G09435	-
AT3G09425	-
AT3G09445	-
AT3G60530	A0A178VBD2; O49743
AT3G60540	Q9M206
AT3G09465	-
AT3G60550	Q9M205
AT3G60560	A0A178V6J8; Q9M204
AT3G60570	F4JBV8; Q9M203; A0A1I9LMX0
AT3G60580	Q9M202; A0A178VAX8; Q8GX74
AT3G09475	-
AT3G60590	F4JBW2; F4JBW0; Q9M201
AT3G60600	Q2V3M7; Q2V3M6; Q9M003; Q8VZ95; B9DHW7; Q8LDM1; A0A178VEY8
AT3G60620	Q9M001; A0A1I9LT62; A0A178V702
AT3G09485	-
AT3G60630	B2CV32; Q9M000; B2CV30
AT3G60640	Q9LZZ9; A0A178VL35
AT3G60650	F4JBX1
AT3G60660	Q9LZZ7; A0A178VBN1
AT3G60670	Q9LZZ6
AT3G60680	Q9LZZ5; A0A178VPF9
AT3G60690	Q9LZZ4
AT3G60700	Q9LZZ3
AT3G60710	Q9LZZ2; A0A1I9LM94; A0A1I9LM95
AT3G60720	Q9LZZ1; Q6NKQ9; A0A178VGF1; A0A1I9LQV5; A0A1I9LQV4
AT3G60730	Q9LZZ0; Q84R10; A0A178V7L0
AT3G60740	Q8L5R3; A0A1I9LRN4; A0A1I9LRN5; A0A178VIF8; Q9LZY9
AT3G60750	Q8RWV0; B9DGH8; A0A178VEI0; F4JBY2; Q8LE99; Q84WI5; Q9LZY8; Q944P9
AT3G60760	Q9LZY7
AT3G60770	Q93WJ4; Q9LZY6; A0A178VM26; Q93V69; P59223; P49203
AT3G60780	Q9LZY5; A0A178VG28
AT3G60790	F4JCZ5; Q9LZY4; Q0WMD9
AT3G60800	Q9LZY3; A0A178VIL0; Q8VYP5
AT3G60810	A0A178V604; F4JCZ8; Q9LZY2
AT3G60820	Q6LAD2; A0A178V6R9; F4JD01; P42741; Q9SBI6; P42742; Q570C3
AT3G60830	A0A178VB04; Q8L4Y5; Q9LZY1; Q0WW62
AT3G60840	Q9LZY0; F4JD03
AT3G60850	Q9LZX9
AT3G60860	Q9LZX8
AT3G60870	Q9LZX7
AT3G60880	Q9SW58; Q9LZX6; Q8VZQ1; O49355
AT3G60890	Q9LZX5; B3H6W5; A0A178V948
AT3G60900	Q9LZX4; Q94JM1
AT3G60910	Q8RXT8; A0A1I9LQY0
AT3G09495	-
AT3G60920	Q9LEX9; F4JD14; A0A1I9LM19
AT3G60940	Q9LEX7
AT3G60950	F4JD16
AT3G60960	A0A178V6P2; Q9LEX6
AT3G60961	B3H4S0
AT3G60966	Q1G3N1
AT3G09525	-
AT3G09545	-
AT3G60970	F4JD20; Q7FB56
AT3G60972	-
AT3G09555	-
AT3G60975	-
AT3G60980	Q9LEX5
AT3G60990	Q9LDS4
AT3G61010	F4JD24; F4JD23
AT3G61028	F4JD25; Q1G3N0
AT3G61030	F4JD27
AT3G61035	A0A1I9LPL0; F4JD28; A0A1I9LPK8
AT3G61040	Q9LEX2; F4JD30
AT3G61050	Q9LEX1
AT3G61060	F4JD33; Q94CC2; Q3EAG4; Q9LEX0
AT3G61070	A0A178VG67; Q84JW1; Q5QT11; Q9LEW9
AT3G61080	Q9LEW8; Q8VYR1; A0A1I9LR17
AT3G61090	Q9LEW7
AT3G61100	Q9LEW6
AT3G61110	Q9ZNS3; Q9M2F1; A0A178VC05
AT3G61111	A0A178VKE9; A0A1I9LPY8; B3H5X2
AT3G61113	B3H7G2
AT3G09565	-
AT3G61117	B3H5C2
AT3G61118	-
AT3G61120	Q9M2F0; Q38837
AT3G61130	Q94BZ8; W8PUP8; Q9LE59
AT3G61140	A0A178VFN7; P45432; Q9C5F0; Q9M4G0; Q8GYL2; Q9M2E9
AT3G61150	Q9LFW5; A0A178V5Q4; Q9M2E8
AT3G61160	O81710; A0A1I9LQI6; A0A1I9LQI5; Q0WNV0; A0A1I9LQI7; A0A178VDG5; F4JE58; O23145; A0A1I9LQI4
AT3G61170	Q9M2E7
AT3G61172	P82723
AT3G61175	P82766
AT3G61177	P82767
AT3G61180	A0A178V829; Q93YQ5
AT3G61182	P82768
AT3G61190	Q941L2; A0A178VLX1; Q8LBT3; F4JE67; Q9M2E5
AT3G61198	-
AT3G61200	Q9M2E4
AT3G61210	A0A178VGQ0; Q9M2E3
AT3G61220	F4JE70; Q9M2E2; A0A1I9LNT2
AT3G61230	Q500W4; Q9M2E1; A0A178VCP6
AT3G09575	-
AT3G61240	Q9ZS08; Q9M2E0; A0A178V5T0
AT3G61250	Q9M2D9; Q9ZTF1
AT3G09605	-
AT3G61260	Q9M2D8
AT3G61270	A0A1I9LS97; Q9M2D7
AT3G61280	B3H4G0; Q5Q0C1
AT3G61290	Q9M2D5
AT3G61300	Q9M2D4
AT3G61310	Q8L7L5; A0A178VA95; Q9M2D3
AT3G61320	Q93YZ0; A0A178VKP3; A0A1I9LTI2; A0A1I9LTI1; A0A1I9LTI0; Q9M2D2
AT3G61340	Q9M2D0; A0A1I9LRT9
AT3G61350	Q9M2C9; Q8GW14; Q9FV01
AT3G09625	-
AT3G61360	Q9M2C8
AT3G09635	-
AT3G61370	Q9M2C7
AT3G09645	-
AT3G61380	Q9M2C6
AT3G09655	-
AT3G61390	F4JE91; A0A1I9LMB1; Q9M2C5; A0A1I9LMB2; Q8GZ84; A0A1I9LMB3
AT3G61400	A0A1I9LLX6; Q9M2C4
AT3G61410	Q5XV96; A0A1I9LQ27; A0A1I9LQ28
AT3G61415	B3H792; Q8LF97
AT3G61420	Q67Y79; A0A1I9LP36; Q9M322; Q5BIV2
AT3G61430	Q8L9H0; P61837; A0A178VIZ0; P43285; Q0WP60; Q9LDT6
AT3G61440	A0A178VGN1; A0A1I9LTP2; F4JEA1; Q9S757; F4JEA0
AT3G61450	F4JEA3; Q9M321; A0A1I9LPJ7; A0A178VEJ3; Q94KK5; A0A1I9LPJ8; A0A1I9LPJ9; A0A1I9LPK0
AT3G61460	A0A178VCF4; Q9XF92
AT3G61470	Q9M320; Q9SYW8
AT3G61480	A0A1I9LQF4; F4JEA6
AT3G61490	A0A1I9LS89; A0A1I9LS88; Q9M318; A0A178VEI3
AT3G61500	F4JEB0; F4JFC6
AT3G61510	Q43368; Q06429; Q9S9C6
AT3G61520	Q9M316
AT3G61530	Q9M315
AT3G61540	Q9M314
AT3G61550	Q9M313
AT3G61560	F4JFD4; A0A1I9LMG1; Q6DBN4; Q9M312
AT3G61570	Q84WU4; A0A1I9LRB9; Q9M311
AT3G61571	B3H5Z0
AT3G61580	A0A178V7U9; Q9ZRP7; Q8LB96
AT3G61590	Q9M310; A0A178VER1; A0A1I9LRL4; A0A1I9LRL3
AT3G61600	Q9M309; A0A178VJU3; A0A178VMK9; Q9FPW6
AT3G61610	A0A1I9LRU2; Q9M308; A0A178VD96
AT3G61620	A0A178VJU4; Q9SP08
AT3G61630	Q9M374; A0A178VFH2
AT3G09665	-
AT3G09675	-
AT3G61640	A0A178V933; Q9M373
AT3G61650	P38557; A0A178VJV9
AT3G09685	-
AT3G61660	A0A1I9LLT6; Q9M372
AT3G61670	A0A178V8P7; A0A1I9LNZ7; Q9M371
AT3G61680	Q7Y220; A0A178VFD5
AT3G61690	F4JFF2; A0A178V918; A0A1I9LT31
AT3G09695	-
AT3G61700	A8MQR1; Q56XY3; A0A178VJ35; A0A1I9LTV9
AT3G61710	A0A1I9LT68; A8MRV3; Q94BW8; F4JFF7; Q9M367
AT3G61720	A0A178VCI3; Q9M366
AT3G61723	B3H691; A0A178VQ92
AT3G09705	-
AT3G61730	Q9M365; F4JFG0
AT3G61740	C0SVF7; F4JFG2; Q9M364; Q0WU37
AT3G61750	A0A1I9LNQ1; Q9M363
AT3G61760	A0A1I9LMW7; Q84XF3; Q9M362; A0A1I9LMW6; A0A178VE87
AT3G61770	Q8RXV2
AT3G61780	Q9M360
AT3G61790	Q8LFQ3; Q9M359; Q84JL3; A0A178V9V8
AT3G61800	Q9M358
AT3G61810	Q9M357
AT3G61820	Q9M356
AT3G61826	B3H6M9
AT3G61829	B3H6K2
AT3G61830	A0A178V7A7; Q9M355; A0A1I9LTM9; Q9C5W9; Q0WM85
AT3G61840	A0A178VHW1; F4JFH6
AT3G61850	A0A178VCA9; B4F7P4; Q43385; Q8GYW3; B3H6D1; Q9SAF9; A0A1I9LLP8
AT3G61860	A0A178VG60; P92964; Q944A4; Q9M278
AT3G61870	Q9M277; F4IX01; A0A178VHB0
AT3G61880	Q9SLP1; Q8LBY2; A0A178V6J4; F4IX02
AT3G61890	O64893; Q9M276; A0A178VND2
AT3G61898	F4IX05
AT3G61900	Q9M275
AT3G61910	Q9M274; Q8LGE1
AT3G61920	Q9M273; A0A178VKA6
AT3G61930	Q9M272; A0A178VH02
AT3G61940	Q9M271
AT3G61950	Q700E4; Q9M270; Q8L8Y1; A0A1I9LM13; A0A1I9LM11; Q8GWZ9; A0A1I9LM14
AT3G61960	Q94C95; F4IX14; Q9M269
AT3G61962	B3H5M8
AT3G61970	A0A178V7R1; Q9M268; C3VMM3; Q8GYG4; Q8LEW1
AT3G61980	Q9M267
AT3G61990	Q9M266
AT3G62000	Q9M265; F4IX20; A0A178VIX6
AT3G62010	F4IX22; F4IX23; A0A178VH50
AT3G62020	Q3EAG0; A0A178VLQ9; Q9M263; A0JQ09; O04352
AT3G62030	F4IX26; Q9FPH5; F4IX28; P34791; A0A178VJX5; Q8LBZ9
AT3G62040	F4IX29
AT3G62050	A6QR85
AT3G62060	Q9M1R8; A0A1I9LQL7; Q84JS1
AT3G62070	Q9M1R7; A0A178VCN4
AT3G62080	F4IX33; Q9M1R6; A0A178VEY3
AT3G09725	-
AT3G62090	Q8L5W7; A8MSC2; F4IX36; A0A1I9LRF0; Q9M1R5; A0A178VFI3
AT3G09745	-
AT3G62100	Q9M1R4; A0A178VME1; A0A1I9LTG7; C0SVF9; Q2VW99
AT3G62110	Q9FPJ2
AT3G62120	A0A1I9LNS4; Q9M1R2; A0A178V838
AT3G62130	A0A178VKW4; Q9M1R1
AT3G62140	Q5XV94; A0A178VB02
AT3G62150	F4IX45; A0A1I9LRJ8; Q9M1Q9
AT3G62160	Q9M1Q8
AT3G62170	Q9M1Q7; A0A178VA70; Q5MFV6
AT3G62180	A0A1I9LNH8; Q9M1Q6; A0A178VJI7
AT3G62190	A0A1I9LS96; Q9M1Q5; A0A1I9LS95; C0Z334; A0A178VH57
AT3G62200	Q9M1Q4
AT3G09755	-
AT3G62210	A0A178VJS3; Q9M1Q3
AT3G62220	A0A178V8K2; Q9M1Q2; A0A1I9LNW0
AT3G62230	Q56ZK0; Q9M1Q1
AT3G62240	Q9M1Q0
AT3G62250	O80715; P19233; Q9M1P9; Q9M0W3; Q9LYW1; Q0WV69; Q38875; P59233; Q9LDJ2; P59263; Q9S7X3; A0A178V9X1
AT3G62260	Q9M1P8; A0A178VJ36; A0A1I9LSG6; Q3EAF9
AT3G62270	Q9M1P7
AT3G62280	Q6NLP7; A0A178VCW5; Q9M1P6; A0A1I9LNY1
AT3G62290	A0A178VN00; Q9M1P5
AT3G62300	A0A178V889; B9DHM6; Q9M1P4; Q8H0V4; F4IY86
AT3G62310	Q9LZQ9; A0A1I9LLI6; A0A1I9LLI5
AT3G62320	Q9LZQ8; A0A178VIF7
AT3G62330	A0A1I9LQ18; Q9LZQ7
AT3G09765	-
AT3G62340	Q93WV6; Q9LZQ6
AT3G62350	Q9LZQ5
AT3G62360	A0A1I9LSH2; Q9LZQ4
AT3G62370	Q9LZQ3
AT3G62380	Q9LZQ2
AT3G62390	A0A1I9LPP7; Q9LZQ1
AT3G62400	Q27GK0; Q84JY6; Q9LZQ0; A0A178VJP0
AT3G62410	Q8LC81; Q9LZP9
AT3G62420	A0A178VDD2; Q9LZP8
AT3G62430	Q9LZP7
AT3G62440	Q9LZP6; A0A178VA18
AT3G62450	A0A178V6K8; Q9LZP5
AT3G62460	A0A178VME9; Q9LZP4
AT3G62470	A0A178V820; Q9LZP3
AT3G09775	-
AT3G62499	Q1G393
AT3G62500	Q9LZP0; A0A1I9LQ20
AT3G62510	A0A1I9LTP0; Q9LZN9
AT3G09785	-
AT3G62528	B3H6J4
AT3G62530	Q94K48
AT3G62540	Q9LZN6; Q3EAF8
AT3G62550	Q93W91; A0A178V552
AT3G62560	Q8VYP7; A0A178VGR8
AT3G62570	A0A178VB17; Q8W591
AT3G62580	F4IYB7; A0A178VMU0
AT3G09795	-
AT3G62590	A0A178V8P3; Q940L4
AT3G09815	-
AT3G62600	Q9LZK5; A0A178V8F1
AT3G62610	Q9ZTF2; Q9LZK4; Q6R078
AT3G62615	-
AT3G09825	-
AT3G09835	-
AT3G09845	-
AT3G62620	A0A1I9LQS8; A0A1I9LQS3; Q501C3; Q29Q18; F4IYC2
AT3G62630	Q9LZK2; A0A178VCS2
AT3G62640	Q9LZK1
AT3G62650	Q9LZK0
AT3G62660	A0A178VDR4; W8QNI8; Q9LZJ9; Q8VYF4
AT3G62670	F4IYC9; Q9LZJ8
AT3G09855	-
AT3G62680	Q9LZJ7; Q9M7N9
AT3G62690	Q0WRF5; Q9LZJ6; Q9XF64
AT3G62695	-
AT3G62700	Q9LZJ5
AT3G62710	Q9LZJ4; A0A178VGN9
AT3G62720	B9DHH6; A0A178VEJ0; Q9LZJ3
AT3G62730	Q9LZJ2; A0A1I9LR66
AT3G62740	A0A1I9LRH0; Q9LZJ1
AT3G62750	A0A1I9LTV8; A0A1I9LTV2; A0A1I9LTV4; Q9LZJ0; A0A1I9LTV6; Q67XN2; Q67XI6; A0A1I9LTV7
AT3G62760	Q9LZI9; A0A178V9A4
AT3G62770	A0A178V9Z7; F4IZI7; Q3EAF7; Q93VB2; Q9LZI8
AT3G62780	Q9LZI7
AT3G62790	Q9LZI6; Q8L9F7; A0A178VCL7
AT3G62800	Q8H1D4; Q8VXY2; Q9LZI5; B5BUY7
AT3G62810	Q9LZI4; A0A178V801
AT3G62820	A0A178VIX4; Q9LZI3
AT3G62830	A0A178VKB0; Q39077; Q9LZI2
AT3G09875	-
AT3G62840	O22247; A0A178VYC0; A0A178VZZ5; Q8RUH0
AT3G62850	Q9LZI1
AT3G62860	F4IZK0; A0A1I9LSE1
AT3G62870	Q9LZH9; A0A178V9A8
AT3G62880	A0A178VCJ7; Q9LZH8
AT3G62890	Q683I9; A0A178VK99; Q9LZH7
AT3G62900	F4IZK5
AT3G62910	A0A178VJK1; Q8RX79; Q9LYD0
AT3G62920	Q9LYC9
AT3G62930	A0A178V922; C1JGQ7; Q9LYC8
AT3G62940	Q8W457; A0A178VGH0; A0A178VEN6; Q9LYC7
AT3G62950	C1JGP5; Q9LYC6; A0A178V8G0
AT3G62960	A0A178VEU0; Q9LYC5; C1JGP9
AT3G62970	A0A1I9LMF6; F4IZL5; A0A1I9LMF5
AT3G62980	A0A178VA54; O24660; Q570C0; B2CVU0; A5YZP2
AT3G62990	A0A178VDX6; A0JPZ2
AT3G63000	Q9LYC2
AT3G63010	Q9LYC1; Q0WRW2
AT3G63020	B3H5Y2; Q9LYC0
AT3G63030	A0A178VBW3; Q9LYB9
AT3G63040	Q9LYB8; A0A178VK68
AT3G63050	F4IZM5
AT3G63052	B3H5A4
AT3G63060	Q93ZT5; Q9LYB6
AT3G63070	F4IZM8; Q9LYB5
AT3G63080	Q9LYB4
AT3G63088	Q6IM87
AT3G63090	Q9LYB3
AT3G63093	-
AT3G63095	A8MRN4
AT3G63110	Q9LYB1; A0A178V8J2; Q93WC9
AT3G63120	Q9LYB0; Q8LB60
AT3G63130	Q9LE82
AT3G09895	-
AT3G63140	Q9LYA9
AT3G09905	-
AT3G63150	A0A178VC39; F4J0W4; Q93Z33; Q9LYA8
AT3G63160	A0A178VHC3; Q9M1X3
AT3G63170	A0A178V7B2; Q9M1X2
AT3G63180	F4J0W8; A8MRY5
AT3G63190	Q9M1X0; Q93V42
AT3G63200	Q9M1W9; Q93ZQ3
AT3G09935	-
AT3G63210	Q8LGS1; Q8LA86; Q8VZ84; Q9M1W8
AT3G63215	-
AT3G63220	Q3EAF6; Q9M1W7; A0A178VKL5
AT3G63230	F4J0X4; Q4PSK3
AT3G63240	Q9M1W5; Q8GTS0
AT3G09945	-
AT3G63250	Q9M1W4; Q0WTD0; Q9SDL6; F4J0X9
AT3G63255	-
AT3G63260	A0A178VBW7; F4J0Y1; O22100
AT3G63270	A0A178V622; Q9M1W3; Q94K49
AT3G63280	Q8RXT4; Q9M1W2; A0A1I9LPR2
AT3G63290	Q3EAF4; A0A178V4R7; Q8VYD7
AT3G63300	Q8W4K5; Q9M1W0; F4J0Y8
AT3G63310	Q9M1V9
AT3G63320	Q9M1V8; A0A1I9LNF3
AT3G63340	F4J0Z1; A0A1I9LNR7; A0A1I9LNR2; Q93YS2; Q9M1V7; A0A1I9LNR8; A0A1I9LNS1; A0A1I9LNR5; F4J0Z2; Q9M1V6; Q8RXY0; A0A1I9LNR3
AT3G63350	Q9M1V5; A0MF41
AT3G63360	Q9M1V4; A0MF42
AT3G63370	F4J0Z5; A0A1I9LSS6; Q9M1V3
AT3G63380	Q9LY77; A0A178VEV7; Q8GZ18
AT3G63390	A0A178VHA6; Q1H5D6
AT3G63400	Q9LY75; Q6Q150; C0Z3E4; F4J100
AT3G09955	-
AT3G63410	Q1EC48; Q94IE2; Q8LDQ3; A0A178VHS6; Q9LY74
AT3G63420	Q9LY73; Q9FDX9
AT3G63430	Q9LY72; A0A1I9LMK3
AT3G63445	-
AT3G63440	Q9LY71; Q0WR65
AT3G63450	A0A1I9LTE7; A0A1I9LTE9; F4J108; Q6NKZ1
AT3G63460	F4J110; F4J109; Q8L611; Q9LY69
AT3G63470	Q0WRX3; Q9LY68; Q84WK3
AT3G09965	-
AT3G63480	F4J114; Q8GW44; Q8LEG9; Q9LY67
AT3G63490	Q9LWB4; F4J296; Q9LY66
AT3G09985	-
AT3G63500	Q84TI3; Q9LY65; F4J298
AT3G09995	-
AT3G63510	Q8H128; A8MRX7
AT3G63520	O65572; Q8GRI2; Q9LY63
AT3G63530	C0Z296; Q8L649; A0A178VG02
AT3G63540	Q0WLK8; F4J2A4; E0X9N3; P82658
AT2G01008	F4IM67
AT2G01021	B3H4D4
AT2G01023	B3H484
AT2G01035	-
AT2G01045	-
AT2G01050	Q9SJW1
AT2G03885	-
AT2G01060	Q9SJW0; F4IM72; A0A178VZU9
AT2G01070	B3H5T8; F4IM73
AT2G01080	Q9SJV8; A0A178VWF6
AT2G01090	Q9SJV7
AT2G01100	Q9SJV6
AT2G01110	Q9XFI4; A0A178VUB7; Q9SJV5
AT2G03895	-
AT2G01120	Q70BT4; F4IM82; Q9SJV4; Q6EWX1; Q6E7G9; F4IM83
AT2G01130	Q8S8F6; Q9ZU53; A0A1P8B2K8; F4IM84
AT2G01140	A0A178VVW3; Q9ZU52
AT2G01150	Q1H5F4; A0A1P8B060; Q9ZU51; A0A1P8B063; A0A178VYS5
AT2G01170	Q8RXY5; Q9ZU50; Q5FV40; O22509
AT2G01175	Q3EC92
AT2G01180	Q3EC91; Q945N3; A0A1P8AYQ5; A0A1P8AYJ4; Q9ZU49; A0A178VSS9; Q8LDP8; Q94LY6; Q8H0G3
AT2G01190	Q9ZU48; Q8VYS3
AT2G01200	Q2VW97; Q9ZU47; Q8RYC6; F4IM94
AT2G01210	Q9ZU46
AT2G03905	-
AT2G01220	F4IM97; A0A178VYM8; Q8L845
AT2G01240	Q9ZU43; F4IM98
AT2G01250	P60040; A0A178VX60; O80581; Q9ZU42; A8MRH4; Q42208
AT2G01260	F4IN82; Q9ZU41; F4IN81
AT2G01270	A0A1P8AZ38; Q94C52; Q9ZU40
AT2G01275	A0A1P8AZ30; Q6NKQ5
AT2G01280	A0A1P8B2F1; F4IN86; A0A1P8B2F7
AT2G03925	-
AT2G01290	Q1PFB3; Q9ZU38
AT2G01300	Q9ZU37
AT2G01310	Q9ZU36
AT2G01320	A2P2R5; A0A1P8B1W8; Q9ASR9; A0A178VRW2; A0A178VTF8; Q9ZU35; Q3EC89; A0A178VSW5; A0A1P8B1X3; A0NAA8
AT2G01330	Q9ZU34
AT2G01340	Q52K81
AT2G01350	F4INA0; Q9ZU32; Q8LC11; Q93ZA4; A8MRX1; A8MS71; A0A178VX18
AT2G01360	Q9ZU31; F4INA1
AT2G01370	Q6RF42; Q9ZU30
AT2G01379	-
AT2G03945	-
AT2G01390	Q9ZU29; Q9ZNT2
AT2G01400	Q9ZNU8; A0A1P8AYA3
AT2G01410	Q9ZNQ5; A0A178VZ80
AT2G03975	-
AT2G03985	-
AT2G01420	Q9M7Q6; Q9MAS3; Q8RWZ6; A0A178VZS2; A0A1P8AY30
AT2G01422	-
AT2G01430	Q9ZVG1; A0A1P8B175; Q8S9N6
AT2G01440	F4INA9; Q9ZVG0
AT2G03995	-
AT2G01450	Q9ZVF9; Q84M93; Q0WRN5
AT2G01460	A0A1P8AXK7; F4INB5; F4INB4; A0A178VWR3
AT2G01470	A0A178VVH6; Q8VZ72; Q7EP29; Q39221
AT2G01480	A0A178VSZ3; A0A1P8AZ80; Q9ZVF7
AT2G01490	Q93Z95; Q9ZVF6; Q8LA19
AT2G01500	Q1PFB2; Q9ZVF5; A0A178VTV0
AT2G01505	Q8S8M2; A0A178W037
AT2G01510	Q9ZVF4
AT2G01520	Q9ZVF3; A0A178VYY4
AT2G04005	-
AT2G01530	Q9ZVF2; C0SV41; A0A178W0H1
AT2G01540	Q9ZVF1; A0A178VNK2
AT2G01554	B3H6Q9
AT2G01560	Q1PFB1
